Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
0.9465895643285034,1.938048922635367,0.6374192002107202,-0.7219304456696741,0.16172295448556184,1.03961766172289,-1.0052693331270168,1.4635970203931432,0.2578420240165654,-0.12518401543558316,1.7811221464886478,1.7577737498301327,2.545748872014302,1.559625734730109,-1.5169289352262671,-1.2496702435484934,-0.27403495522645793,0.3178901430908221,-2.284600952850644e-05
-0.036499361050907723,0.19216250592740738,0.6374192002107202,-0.7219304456696741,-0.7865730645356592,-0.5108870894103453,0.7660216689996692,0.06643097201553162,0.2578420240165654,-0.9080582937846281,-0.7263454841681486,1.7577737498301327,2.0042606746817055,1.559625734730109,0.7013612968893812,-1.2496702435484934,0.8980679232162416,-0.7870290700522244,-0.11007288023650949
-1.1599283060591028,0.5195162090601498,-1.5688262915039528,0.3650801934553894,-0.9051100669133119,1.03961766172289,0.7660216689996692,0.06643097201553162,-2.747079258228255,-0.12518401543558316,1.7811221464886478,-1.341640056830119,-1.244668509313872,-0.6411794687223781,-0.7774988578543844,-1.2496702435484934,0.8980679232162416,0.3178901430908221,-0.40960422339462305
-0.023032389470367846,-0.026073296161087577,0.6374192002107202,-0.7219304456696741,-0.4309620574027013,-0.5108870894103453,-1.0052693331270168,0.06643097201553162,1.2594824514315055,-0.9080582937846281,1.7811221464886478,-1.341640056830119,-0.7031803119812758,1.559625734730109,-0.7774988578543844,0.8002110998181858,-0.27403495522645793,-0.7870290700522244,16.76485736808459
0.39657009346013783,-1.5537239107805523,0.6374192002107202,-0.7219304456696741,-1.0236470692909645,-0.5108870894103453,0.7660216689996692,0.06643097201553162,1.2594824514315055,-0.12518401543558316,-0.7263454841681486,-1.341640056830119,2.545748872014302,-0.6411794687223781,-0.7774988578543844,0.8002110998181858,-0.27403495522645793,0.3178901430908221,0.07430530210748486
0.3455373590496709,-0.4625449003380775,-1.5688262915039528,-0.7219304456696741,1.8212409877726987,-0.5108870894103453,0.7660216689996692,1.4635970203931432,0.2578420240165654,-0.12518401543558316,-0.7263454841681486,-1.341640056830119,-0.16169211464867958,-0.6411794687223781,0.7013612968893812,0.8002110998181858,-0.27403495522645793,0.3178901430908221,0.19278658895669423
-0.8884625105145357,0.0830446048831599,0.6374192002107202,-0.7219304456696741,0.9914819711291303,1.03961766172289,0.7660216689996692,-1.33073507636208,1.2594824514315055,-0.12518401543558316,-0.7263454841681486,-0.30850212127670185,0.3797960826839167,1.559625734730109,1.4407913742612641,-1.2496702435484934,-0.27403495522645793,0.3178901430908221,-0.5118886302063937
0.4766631349654539,2.4836384278566044,0.6374192002107202,-0.7219304456696741,-0.7865730645356592,-0.5108870894103453,-1.0052693331270168,1.4635970203931432,1.2594824514315055,2.2234388196115513,-0.7263454841681486,0.7246358142767154,0.921284280016513,1.559625734730109,1.4407913742612641,-1.2496702435484934,2.070170801658941,-1.891948283195271,2.060309044780281
-0.20164695990700202,1.719813120546872,-1.5688262915039528,1.452090832580453,-0.9051100669133119,1.03961766172289,-1.0052693331270168,-1.33073507636208,0.2578420240165654,1.4405645412625065,0.5273883311602496,-0.30850212127670185,-0.16169211464867958,-0.6411794687223781,-1.5169289352262671,0.8002110998181858,-1.4461378336691575,1.4228093562338686,-0.13159476193009248
0.799870452898411,-0.026073296161087577,0.6374192002107202,-0.7219304456696741,2.058314992528004,-0.5108870894103453,0.7660216689996692,1.4635970203931432,0.2578420240165654,-0.12518401543558316,-0.7263454841681486,-0.30850212127670185,2.545748872014302,-0.6411794687223781,-0.0380687804825016,0.8002110998181858,-0.27403495522645793,0.3178901430908221,0.2012178415789226
